1326044400000000,0.78436191
1326044400010000,0.78506379
1326044400020000,0.78632554
1326044400030000,0.78585300
1326044400040000,0.78355280
1326044400050000,0.78508167
1326044400060000,0.78552606
1326044400070000,0.78497884
1326044400080000,0.78484995
1326044400090000,0.78495652
1326044400100000,0.78537609
1326044400110000,0.78453577
1326044400120000,0.78571434
1326044400130000,0.78510200
1326044400140000,0.78467249
1326044400150000,0.78571218
1326044400160000,0.78438743
1326044400170000,0.78489239
1326044400180000,0.78489416
1326044400190000,0.78626197
1326044400200000,0.78485749
1326044400210000,0.78413252
1326044400220000,0.78492909
1326044400230000,0.78545778
1326044400240000,0.78563204
1326044400250000,0.78638827
1326044400260000,0.78596345
1326044400270000,0.78536396
1326044400280000,0.78483429
1326044400290000,0.78610201
1326044400300000,0.78511572
1326044400310000,0.78498092
1326044400320000,0.78511146
1326044400330000,0.78470386
1326044400340000,0.78510749
1326044400350000,0.78523345
1326044400360000,0.78572533
1326044400370000,0.78517596
1326044400380000,0.78474627
1326044400390000,0.78458811
1326044400400000,0.78550478
1326044400410000,0.78544631
1326044400420000,0.78514284
1326044400430000,0.78519627
1326044400440000,0.78563424
1326044400450000,0.78614527
1326044400460000,0.78506993
1326044400470000,0.78551445
1326044400480000,0.78595914
1326044400490000,0.78510194
1326044400500000,0.78549218
1326044400510000,0.78549100
1326044400520000,0.78486435
1326044400530000,0.78561425
1326044400540000,0.78555577
1326044400550000,0.78582754
1326044400560000,0.78496656
1326044400570000,0.78557499
1326044400580000,0.78627087
1326044400590000,0.78662875
1326044400600000,0.78624006
1326044400610000,0.78502146
1326044400620000,0.78584553
1326044400630000,0.78538843
1326044400640000,0.78578195
1326044400650000,0.78526389
1326044400660000,0.78480326
1326044400670000,0.78549774
1326044400680000,0.78604130
1326044400690000,0.78583400
1326044400700000,0.78590147
1326044400710000,0.78581818
1326044400720000,0.78592226
1326044400730000,0.78599476
1326044400740000,0.78560266
1326044400750000,0.78579145
1326044400760000,0.78663163
1326044400770000,0.78584102
1326044400780000,0.78580128
1326044400790000,0.78584144
1326044400800000,0.78569105
1326044400810000,0.78559232
1326044400820000,0.78592434
1326044400830000,0.78557714
1326044400840000,0.78576724
1326044400850000,0.78545474
1326044400860000,0.78591401
1326044400870000,0.78616210
1326044400880000,0.78577404
1326044400890000,0.78488581
1326044400900000,0.78619519
1326044400910000,0.78597009
1326044400920000,0.78542338
1326044400930000,0.78631664
1326044400940000,0.78524079
1326044400950000,0.78647270
1326044400960000,0.78593132
1326044400970000,0.78483557
1326044400980000,0.78606916
1326044400990000,0.78578690
1326044401000000,0.78572158
1326044401010000,0.78564114
1326044401020000,0.78595639
1326044401030000,0.78578741
1326044401040000,0.78511165
1326044401050000,0.78668603
1326044401060000,0.78593782
1326044401070000,0.78570403
1326044401080000,0.78551579
1326044401090000,0.78647537
1326044401100000,0.78545078
1326044401110000,0.78617699
1326044401120000,0.78582818
1326044401130000,0.78586729
1326044401140000,0.78558822
1326044401150000,0.78583984
1326044401160000,0.78616441
1326044401170000,0.78628766
1326044401180000,0.78578720
1326044401190000,0.78614453
1326044401200000,0.78664423
1326044401210000,0.78537869
1326044401220000,0.78621687
1326044401230000,0.78575461
1326044401240000,0.78571366
1326044401250000,0.78638051
1326044401260000,0.78598737
1326044401270000,0.78566160
1326044401280000,0.78694214
1326044401290000,0.78675004
1326044401300000,0.78533385
1326044401310000,0.78557279
1326044401320000,0.78661673
1326044401330000,0.78618756
1326044401340000,0.78709029
1326044401350000,0.78665817
1326044401360000,0.78650973
1326044401370000,0.78585907
1326044401380000,0.78662572
1326044401390000,0.78575212
1326044401400000,0.78705262
1326044401410000,0.78662107
1326044401420000,0.78600758
1326044401430000,0.78683234
1326044401440000,0.78756076
1326044401450000,0.78634119
1326044401460000,0.78673521
1326044401470000,0.78625409
1326044401480000,0.78652268
1326044401490000,0.78573638
1326044401500000,0.78649974
1326044401510000,0.78653179
1326044401520000,0.78741950
1326044401530000,0.78563250
1326044401540000,0.78639956
1326044401550000,0.78719406
1326044401560000,0.78643911
1326044401570000,0.78648433
1326044401580000,0.78616337
1326044401590000,0.78612370
1326044401600000,0.78568707
1326044401610000,0.78629539
1326044401620000,0.78612532
1326044401630000,0.78668902
1326044401640000,0.78624617
1326044401650000,0.78641020
1326044401660000,0.78643390
1326044401670000,0.78664592
1326044401680000,0.78641574
1326044401690000,0.78615911
1326044401700000,0.78674288
1326044401710000,0.78724374
1326044401720000,0.78678423
1326044401730000,0.78642509
1326044401740000,0.78667843
1326044401750000,0.78572468
1326044401760000,0.78669030
1326044401770000,0.78656982
1326044401780000,0.78631327
1326044401790000,0.78641395
1326044401800000,0.78659488
1326044401810000,0.78730623
1326044401820000,0.78736603
1326044401830000,0.78636594
1326044401840000,0.78658096
1326044401850000,0.78660371
1326044401860000,0.78726477
1326044401870000,0.78694275
1326044401880000,0.78692639
1326044401890000,0.78715813
1326044401900000,0.78660179
1326044401910000,0.78759194
1326044401920000,0.78691913
1326044401930000,0.78650204
1326044401940000,0.78682518
1326044401950000,0.78756596
1326044401960000,0.78674743
1326044401970000,0.78744478
1326044401980000,0.78666733
1326044401990000,0.78660717
1326044402000000,0.78732980
1326044402010000,0.78657301
1326044402020000,0.78743127
1326044402030000,0.78720581
1326044402040000,0.78660320
1326044402050000,0.78701428
1326044402060000,0.78678561
1326044402070000,0.78724449
1326044402080000,0.78802390
1326044402090000,0.78690465
