1326044400000000,0.20152359,-0.05029641,0.39774025,0.02498045,0.00506409,-9.81515904,0.00225117,-0.01460725,0.00333602
1326044400010000,0.19480008,-0.05364643,0.39667061,0.01375384,0.01790437,-9.81598972,-0.00053343,-0.00890608,0.01236343
1326044400020000,0.20375226,-0.05207237,0.40217005,0.03932255,0.00546643,-9.82393320,0.00864044,-0.00719187,0.01215829
1326044400030000,0.20470282,-0.04683045,0.40125927,-0.03095666,0.04477663,-9.80143034,0.00606733,-0.00207822,-0.00450957
1326044400040000,0.19024482,-0.04998503,0.39297604,-0.00530720,0.02859575,-9.80530708,-0.02985823,-0.00761034,0.00194017
1326044400050000,0.19348910,-0.04829895,0.40561339,-0.00925043,-0.00615056,-9.84181299,0.00545242,0.00707041,-0.01864102
1326044400060000,0.20063920,-0.04664960,0.39952903,-0.03947365,-0.00636055,-9.84303052,-0.01003479,-0.01605133,0.00099093
1326044400070000,0.19841879,-0.05187421,0.39444534,0.02120654,0.00939393,-9.80150631,-0.01421729,-0.01579719,-0.00793989
1326044400080000,0.19991599,-0.04621876,0.40594392,-0.00540793,-0.01676038,-9.82630573,-0.00188473,-0.00333889,-0.00186382
1326044400090000,0.19573478,-0.04810579,0.40312838,0.01479262,0.02332577,-9.80395918,0.00410971,-0.00175653,-0.01685372
1326044400100000,0.20439699,-0.05617407,0.39367729,0.04719544,0.00723201,-9.79438137,-0.01640735,-0.01454644,0.00404872
1326044400110000,0.20388896,-0.04278848,0.40888591,-0.00706487,0.00512918,-9.83541906,0.00704576,-0.00606749,-0.01696569
1326044400120000,0.20033015,-0.05250372,0.40329399,-0.00842306,0.01373907,-9.83823075,0.00763339,-0.00401044,0.00148285
1326044400130000,0.20563621,-0.05827548,0.39994902,0.00237328,0.03445660,-9.77651137,0.00046976,-0.00393298,-0.01226506
1326044400140000,0.20233755,-0.05522522,0.40795109,0.01974495,0.00341911,-9.80296858,-0.00867624,0.00151881,-0.00849641
1326044400150000,0.19570354,-0.05510523,0.40079649,-0.01133426,-0.00226081,-9.81838481,-0.00979378,-0.00661579,0.01154732
1326044400160000,0.20184375,-0.04973913,0.39985958,-0.01261923,0.03017439,-9.82867881,0.01025932,0.01477836,0.00587918
1326044400170000,0.19520559,-0.05136925,0.39669850,0.02114379,0.01935101,-9.82020882,-0.01511223,0.00488205,0.01149203
1326044400180000,0.20439225,-0.05168416,0.40290925,0.00757279,-0.00641960,-9.83381145,0.01064470,-0.00807114,0.01559727
1326044400190000,0.19975037,-0.04690149,0.40238301,-0.04089457,0.00010373,-9.79233176,-0.00165199,0.00094511,-0.00772839
1326044400200000,0.19907569,-0.04830062,0.40007340,-0.02450784,0.00390762,-9.82553502,-0.00095834,0.00124015,0.01498972
1326044400210000,0.19659535,-0.04841976,0.39605007,0.03002472,0.00723626,-9.78812931,-0.01708088,0.01214721,-0.01465506
1326044400220000,0.20611271,-0.04795086,0.40064965,0.00803857,-0.02713200,-9.81801258,-0.00146717,-0.00600382,0.00746100
1326044400230000,0.19922735,-0.04691933,0.39965101,-0.01524392,-0.03084969,-9.83086700,0.00613586,0.00767339,-0.00493338
1326044400240000,0.19785836,-0.06053977,0.39333263,-0.00340819,-0.01774780,-9.81852603,-0.01336410,0.00041854,-0.00930300
1326044400250000,0.19823933,-0.05182219,0.39264094,0.00026473,-0.01929477,-9.86248334,0.00498636,0.01491567,0.00614470
1326044400260000,0.20266155,-0.06090105,0.40282577,0.01471467,-0.01287648,-9.81241537,0.00089012,0.01290891,0.00944952
1326044400270000,0.20182722,-0.04981970,0.38699056,-0.02716527,0.01269421,-9.81340238,-0.00643756,0.00196979,0.00915268
1326044400280000,0.20206366,-0.05002316,0.40102705,-0.01681898,-0.00337858,-9.79350515,0.00854673,-0.00262283,0.00214860
1326044400290000,0.20215411,-0.04477234,0.39760958,0.00545912,0.00392789,-9.84772610,-0.02202257,0.00506606,0.00131957
1326044400300000,0.21070824,-0.04406183,0.40654123,-0.00199669,-0.02448607,-9.78676267,0.00346681,-0.00180450,0.00526867
1326044400310000,0.19796792,-0.04898612,0.39753266,0.01143718,-0.00923284,-9.79358801,0.01619435,0.01680307,0.00303764
1326044400320000,0.19743879,-0.05250181,0.40329742,-0.02459015,0.01174515,-9.78495913,0.01439943,0.00078470,0.00541356
1326044400330000,0.19593114,-0.04757419,0.39801543,0.00714257,0.01189905,-9.81105443,0.00389807,-0.00405643,0.00203999
1326044400340000,0.20307990,-0.05263959,0.40056874,0.02183167,-0.01449148,-9.78972206,-0.00301681,-0.00459615,0.00842784
1326044400350000,0.20564486,-0.05000696,0.40368418,0.00973637,0.00323325,-9.83942488,-0.00635803,-0.01213036,-0.01627208
1326044400360000,0.19943026,-0.04506932,0.39768722,0.00278223,0.04397696,-9.79573905,-0.00302926,0.00556559,-0.00131273
1326044400370000,0.19579922,-0.05278886,0.40498277,-0.00191767,-0.00035196,-9.82542326,0.00543807,-0.00820011,-0.01383846
1326044400380000,0.19587759,-0.04597161,0.39503151,-0.01669702,-0.01386374,-9.84302804,-0.00807244,0.01098148,0.00276702
1326044400390000,0.20325296,-0.04661299,0.40147296,-0.00143997,-0.00347525,-9.83248281,0.00757424,-0.01292935,0.01641930
1326044400400000,0.20371627,-0.05477396,0.40461320,0.02519412,0.00184354,-9.80988938,0.02133161,0.00127241,-0.00474085
1326044400410000,0.20271577,-0.04513053,0.40330019,-0.00238057,-0.00302337,-9.82648598,-0.00061883,0.01150224,0.00127252
1326044400420000,0.19667245,-0.04650717,0.40958222,-0.01779608,-0.00062709,-9.80247853,-0.01344395,-0.02152247,0.00756487
1326044400430000,0.20116081,-0.04949037,0.39618280,-0.00984494,-0.02886894,-9.84616475,-0.01344745,0.02018266,-0.02067723
1326044400440000,0.20058343,-0.05381162,0.39310425,0.00401701,-0.01925261,-9.85254195,0.00776566,-0.00425285,-0.00522110
1326044400450000,0.20109344,-0.05429603,0.39502832,-0.00747028,-0.00298670,-9.78255225,-0.00059746,0.00141095,0.00364516
1326044400460000,0.20435714,-0.05268831,0.40330221,0.00970607,-0.00330536,-9.79192400,0.00876831,0.00571449,-0.02896995
1326044400470000,0.20111798,-0.04728703,0.40248961,0.01045688,-0.01132379,-9.83098594,-0.00533634,0.00726129,-0.00976808
1326044400480000,0.20339457,-0.05477813,0.40051128,0.01777966,-0.00354027,-9.81005999,0.00830624,0.00273884,0.01100858
1326044400490000,0.20033790,-0.04781244,0.39438521,0.02847119,0.00122030,-9.78960986,-0.00158299,0.00997385,0.01002997
1326044400500000,0.20144560,-0.05620878,0.40383434,0.01991717,0.01778827,-9.80161599,-0.00732504,0.00519071,0.00374318
1326044400510000,0.20315644,-0.05102034,0.39387648,-0.01868478,-0.00198423,-9.80703554,-0.00400998,0.01760881,0.00882198
1326044400520000,0.19271422,-0.04945176,0.40579475,-0.01807069,0.00798206,-9.78809692,-0.01197054,0.00522328,0.00215104
1326044400530000,0.19840164,-0.03777435,0.41428719,-0.00151543,-0.01083201,-9.82461425,0.01989360,0.01964636,0.00555395
1326044400540000,0.19764814,-0.05688658,0.40183226,-0.00902351,0.01144191,-9.80937643,-0.00096382,0.00901079,-0.00315654
1326044400550000,0.19680561,-0.04263993,0.40291554,-0.02276653,0.00751461,-9.81035697,0.00644514,-0.01805750,0.00115813
1326044400560000,0.19862429,-0.04925079,0.39753570,-0.00883384,0.01731634,-9.81545524,-0.00536869,0.02611103,-0.00632370
1326044400570000,0.20747471,-0.04794414,0.39094893,-0.00949026,0.01426921,-9.81779611,-0.01051928,-0.00574344,0.01263483
1326044400580000,0.19567084,-0.04940826,0.39698640,-0.01343695,0.01177471,-9.80854264,-0.00233881,0.01495544,0.01521559
1326044400590000,0.20484139,-0.04777637,0.39453552,-0.00631579,-0.00196835,-9.80931185,0.01101193,0.00026793,0.01379913
